"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"1423","eni","LAR-170-446-521","","11/13/15","","","Taylor Creek 2Ls flowline","LAR","Hacksaw cut","11,573","","","Yenagoa","1423jiv","2703","https://decoder.blob.core.windows.net/oil-spill-assets/data/2703.pdf","2015-11-13 - 2015-11-17 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:07,seconds:37.8} - {degrees:006,minutes:27,seconds:26.7}","Leak points 3 nos of 110mm, 120mm and 100mm hacksaw cuts observed within 100 meters on the flow lines","Y","No change","NEMB - DMS - {degrees:05,minutes:07,seconds:37.8} - {degrees:006,minutes:27,seconds:26.7}","NEMB","DMS","{degrees:05,minutes:07,seconds:37.8}","{degrees:006,minutes:27,seconds:26.7}","","","1423photo","2723","https://decoder.blob.core.windows.net/oil-spill-assets/data/2723.pdf","Not enough details","WGS84","Converted from Degrees Minutes Seconds",5.1272,6.4574,
"1424","eni","SAR-028-043-135","","1/31/16","","","14'' Ogboinbiri/Tebidaba    pipeline","SAR","Equipment failure","15","","","Southern Ijaw","1424jiv","2718","https://decoder.blob.core.windows.net/oil-spill-assets/data/2718.pdf","2016-01-31 - 2016-02-01 - Equipment failure","NEMB - DMS - {degrees:04,minutes:33,seconds:24.9} - {degrees:005,minutes:55,seconds:09.0}","","Y","No change","NEMB - DMS - {degrees:04,minutes:33,seconds:24.9} - {degrees:005,minutes:55,seconds:09.0}","NEMB","DMS","{degrees:04,minutes:33,seconds:24.9}","{degrees:005,minutes:55,seconds:09.0}","","","1424photo","2740","https://decoder.blob.core.windows.net/oil-spill-assets/data/2740.pdf","Other","WGS84","Converted from Degrees Minutes Seconds",4.5569,5.9192,
"1425","eni","LAR-086-212-703","","8/30/16","","","Oshie 2Ls flowline","LAR","Hacksaw cut","1.83","","","Ahoada West","1425jiv","2719","https://decoder.blob.core.windows.net/oil-spill-assets/data/2719.pdf","2016-08-30 - 2016-08-31 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:06,seconds:10.54} - {degrees:006,minutes:27,seconds:39.67}","","Y","No change","NEMB - DMS - {degrees:05,minutes:06,seconds:10.54} - {degrees:006,minutes:27,seconds:39.67}","NEMB","DMS","{degrees:05,minutes:06,seconds:10.54}","{degrees:006,minutes:27,seconds:39.67}","","","1425photo","2741","https://decoder.blob.core.windows.net/oil-spill-assets/data/2741.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.1029,6.461,
"1426","eni","SAR-058-039-437","","1/18/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","3","","","Southern Ijaw","1426jiv","2721","https://decoder.blob.core.windows.net/oil-spill-assets/data/2721.pdf","41657 - 41657 - Third Party Interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:48.8} - {degrees:005,minutes:59,seconds:57.7} -  -","0","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:48.8} - {degrees:005,minutes:59,seconds:57.7} -  -","NEMB","DMS","{degrees:04,minutes:31,seconds:48.8}","{degrees:005,minutes:59,seconds:57.7}","","","1426photo","2745","https://decoder.blob.core.windows.net/oil-spill-assets/data/2745.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5302,5.9994,
"1427","eni","SAR-523-724-304","","9/24/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","1","","","Southern Ijaw","1427jiv","2724","https://decoder.blob.core.windows.net/oil-spill-assets/data/2724.pdf","2014-09-24 - 2014-09-24 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:32,seconds:13.8} - {degrees:005,minutes:58,seconds:46.2}","That's not the good type of document (not a picture)","Y","No change","NEMB - DMS - {degrees:04,minutes:32,seconds:13.8} - {degrees:005,minutes:58,seconds:46.2}","NEMB","DMS","{degrees:04,minutes:32,seconds:13.8}","{degrees:005,minutes:58,seconds:46.2}","","","1427photo","2748","https://decoder.blob.core.windows.net/oil-spill-assets/data/2748.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5372,5.9795,
"1428","eni","SAR-400-540-164","","6/29/14","","","14'' Ogboinbiri/Tebidaba pipeline","SAR","Oil theft","7","","","Southern Ijaw","1428jiv","2725","https://decoder.blob.core.windows.net/oil-spill-assets/data/2725.pdf","2014-06-29 - 2014-06-29 - Third party interference","NEMB - DMS - {degrees:04,minutes:42,seconds:12.1} - {degrees:005,minutes:58,seconds:05.1}","Unknown person(s) installed 3"" nipple without valve at 12'o clock position on the facility for crude oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:42,seconds:12.1} - {degrees:005,minutes:58,seconds:05.1}","NEMB","DMS","{degrees:04,minutes:42,seconds:12.1}","{degrees:005,minutes:58,seconds:05.1}","","","1428photo","2749","https://decoder.blob.core.windows.net/oil-spill-assets/data/2749.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7034,5.9681,
"1429","eni","SAR-635-886-106","","12/30/14","","","10'' Clough Creek/Tebidaba    Pipeline","SAR","Oil theft","20","","","Southern Ijaw","1429jiv","2736","https://decoder.blob.core.windows.net/oil-spill-assets/data/2736.pdf","2014-12-30 - 2014-12-30 - Third party interference","NEMB - DMS - {degrees:04,minutes:44,seconds:58.3} - {degrees:005,minutes:49,seconds:21.3}","Unknown person(s) installed 3"" valve on the facility at 12 o'clock position for crude oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:44,seconds:58.3} - {degrees:005,minutes:49,seconds:21.3}","NEMB","DMS","{degrees:04,minutes:44,seconds:58.3}","{degrees:005,minutes:49,seconds:21.3}","","","1429photo","2760","https://decoder.blob.core.windows.net/oil-spill-assets/data/2760.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7495,5.8226,
"1430","eni","LAR-231-824-129","","11/26/14","","","Oshie 2Ls flowline","LAR","Equipment failure","2","","","Ahoada West","1430jiv","2737","https://decoder.blob.core.windows.net/oil-spill-assets/data/2737.pdf","2014-11-26 - 2014-11-28 - Equipment failure","NEMB - DMS - {degrees:05,minutes:06,seconds:13.8} - {degrees:006,minutes:28,seconds:39.1}","Failed clamp gasket as a result of overtime flowline pressure","Y","No change","NEMB - DMS - {degrees:05,minutes:06,seconds:13.8} - {degrees:006,minutes:28,seconds:39.1}","NEMB","DMS","{degrees:05,minutes:06,seconds:13.8}","{degrees:006,minutes:28,seconds:39.1}","","","1430photo","2761","https://decoder.blob.core.windows.net/oil-spill-assets/data/2761.pdf","Clamp","WGS84","Converted from Degrees Minutes Seconds",5.1038,6.4775,
"1431","eni","SAR-471-643-145","","8/23/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","20","","","Southern Ijaw","1431jiv","2739","https://decoder.blob.core.windows.net/oil-spill-assets/data/2739.pdf","2014-08-23 - 2014-08-23 - Third party interference","NEMB - DMS - {degrees:04,minutes:30,seconds:51.6} - {degrees:006,minutes:01,seconds:44.5}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:51.6} - {degrees:006,minutes:01,seconds:44.5}","NEMB","DMS","{degrees:04,minutes:30,seconds:51.6}","{degrees:006,minutes:01,seconds:44.5}","","","1431photo","2762","https://decoder.blob.core.windows.net/oil-spill-assets/data/2762.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5143,6.029,
"1432","eni","SAR-224-311-117","","4/11/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","10","","","Southern Ijaw","1432jiv","2738","https://decoder.blob.core.windows.net/oil-spill-assets/data/2738.pdf","2014-04-11 - 2014-04-11 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:53.3} - {degrees:006,minutes:01,seconds:41.8}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:53.3} - {degrees:006,minutes:01,seconds:41.8}","NEMB","DMS","{degrees:04,minutes:30,seconds:53.3}","{degrees:006,minutes:01,seconds:41.8}","","","1432photo","2763","https://decoder.blob.core.windows.net/oil-spill-assets/data/2763.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5148,6.0283,
"1433","eni","LAR-099-281-139","","6/29/15","","","Obiafu 15T Well head","LAR","Use of explosive","6.1","","","Ogba/Ndoni/Egbema","1433jiv","2743","https://decoder.blob.core.windows.net/oil-spill-assets/data/2743.pdf","2015-06-29 - 2015-06-30 - Third party interference","NEMB - DMS - {degrees:05,minutes:23,seconds:19.1} - {degrees:006,minutes:32,seconds:57.2}","Unknown person(s) used suspended device to disconnect the scrubber and well riser off the well head and also caused deformation on 2 nos flanges on the well head.","Y","No change","NEMB - DMS - {degrees:05,minutes:23,seconds:19.1} - {degrees:006,minutes:32,seconds:57.2}","NEMB","DMS","{degrees:05,minutes:23,seconds:19.1}","{degrees:006,minutes:32,seconds:57.2}","","","1433photo","2768","https://decoder.blob.core.windows.net/oil-spill-assets/data/2768.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.3886,6.5492,
"1434","eni","SAR-425-580-145","","7/19/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","3","","","Southern Ijaw","1434jiv","2744","https://decoder.blob.core.windows.net/oil-spill-assets/data/2744.pdf","41839 - 41839 - Third Party Interference -","NEMB - DMS - {degrees:04,minutes:30,seconds:20.4} - {degrees:006,minutes:03,seconds:16.1} -  -","0","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:20.4} - {degrees:006,minutes:03,seconds:16.1} -  -","NEMB","DMS","{degrees:04,minutes:30,seconds:20.4}","{degrees:006,minutes:03,seconds:16.1}","","","1434photo","2769","https://decoder.blob.core.windows.net/oil-spill-assets/data/2769.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5057,6.0545,
"1435","eni","SAR-563-785-720","","10/29/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","38","","","Southern Ijaw","1435jiv","2746","https://decoder.blob.core.windows.net/oil-spill-assets/data/2746.pdf","2014-10-29 - 2014-10-29 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:09.2} - {degrees:006,minutes:01,seconds:16.6}","3"", 12 o'clock, oil theft.","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:09.2} - {degrees:006,minutes:01,seconds:16.6}","NEMB","DMS","{degrees:04,minutes:31,seconds:09.2}","{degrees:006,minutes:01,seconds:16.6}","","","1435photo","2770","https://decoder.blob.core.windows.net/oil-spill-assets/data/2770.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5192,6.0213,
"1436","eni","SAR-163-274-104","","10/27/16","","","Clough Creek well 3T","SAR","Use of explosive","10","","","Southern Ijaw","1436jiv","2747","https://decoder.blob.core.windows.net/oil-spill-assets/data/2747.pdf","2016-10-27 - 2016-10-31 - Third party interference - Blasting","NEMB - DMS - {degrees:04,minutes:50,seconds:10.3} - {degrees:006,minutes:41,seconds:33.2}","","Y","No change","NEMB - DMS - {degrees:04,minutes:50,seconds:10.3} - {degrees:006,minutes:41,seconds:33.2}","NEMB","DMS","{degrees:04,minutes:50,seconds:10.3}","{degrees:006,minutes:41,seconds:33.2}","","","1436photo","2773","https://decoder.blob.core.windows.net/oil-spill-assets/data/2773.pdf","Not enough details","WGS84","Converted from Degrees Minutes Seconds",4.8362,6.6926,
"1437","eni","LAR-116-316-133","","7/28/15","","","Taylor Creek 2S flowline","LAR","Hacksaw cut","7","","","Yenagoa","1437jiv","2764","https://decoder.blob.core.windows.net/oil-spill-assets/data/2764.pdf","2015-07-29 - 2015-08-02 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:07,seconds:29.9} - {degrees:006,minutes:27,seconds:32.5}","120mm long hacksaw cut on the flow line","Y","No change","NEMB - DMS - {degrees:05,minutes:07,seconds:29.9} - {degrees:006,minutes:27,seconds:32.5}","NEMB","DMS","{degrees:05,minutes:07,seconds:29.9}","{degrees:006,minutes:27,seconds:32.5}","","","1437photo","2787","https://decoder.blob.core.windows.net/oil-spill-assets/data/2787.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.125,6.459,
"1438","eni","LAR-065-239-344","","3/18/14","","","Obiafu 31Ls flowline","LAR","Hacksaw cut","3","","","Ebocha","1438jiv","2765","https://decoder.blob.core.windows.net/oil-spill-assets/data/2765.pdf","41716 - 41719 - Third Party Interference - Sawing","NEMB - DMS - {degrees:05,minutes:26,seconds:52.1} - {degrees:006,minutes:40,seconds:23.5} -  -","0","Y","No change","NEMB - DMS - {degrees:05,minutes:26,seconds:52.1} - {degrees:006,minutes:40,seconds:23.5} -  -","NEMB","DMS","{degrees:05,minutes:26,seconds:52.1}","{degrees:006,minutes:40,seconds:23.5}","","","1438photo","2783","https://decoder.blob.core.windows.net/oil-spill-assets/data/2783.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.4478,6.6732,
"1439","eni","SAR-129-179-124","","2/22/14","","","18'' Obama/Brass Pipeline","SAR","Oil theft","1","","","Nembe","1439jiv","2766","https://decoder.blob.core.windows.net/oil-spill-assets/data/2766.pdf","2014-02-23 - 2014-02-23 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:08.9} - {degrees:006,minutes:15,seconds:22.0}","","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:08.9} - {degrees:006,minutes:15,seconds:22.0}","NEMB","DMS","{degrees:04,minutes:31,seconds:08.9}","{degrees:006,minutes:15,seconds:22.0}","","","1439photo","2784","https://decoder.blob.core.windows.net/oil-spill-assets/data/2784.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5191,6.2561,
"1440","eni","SAR-323-431-196","","5/17/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","4.5","","","Southern Ijaw","1440jiv","2771","https://decoder.blob.core.windows.net/oil-spill-assets/data/2771.pdf","2014-05-17 - 2014-05-17 - Third party interference - Sawing","NEMB - DMS - {degrees:04,minutes:29,seconds:30.9} - {degrees:006,minutes:05,seconds:05.6}","Unknown person(s) cut open the cone of a previously repaired oil theft point and installed 3"" valve for oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:29,seconds:30.9} - {degrees:006,minutes:05,seconds:05.6}","NEMB","DMS","{degrees:04,minutes:29,seconds:30.9}","{degrees:006,minutes:05,seconds:05.6}","","","1440photo","2789","https://decoder.blob.core.windows.net/oil-spill-assets/data/2789.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.4919,6.0849,
"1441","eni","LAR-171-447-172","","11/13/15","","","Taylor Creek 2Ls flowline","LAR","Hacksaw cut","91,244","","","Yenagoa","1441jiv","2772","https://decoder.blob.core.windows.net/oil-spill-assets/data/2772.pdf","2015-11-13 - 2015-11-19 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:07,seconds:39.0} - {degrees:006,minutes:27,seconds:25.7}","Leak points 3 nos of 110mm, 105mm and 100mm hacksaw cuts observed within 50 meters on the facility","Y","No change","NEMB - DMS - {degrees:05,minutes:07,seconds:39.0} - {degrees:006,minutes:27,seconds:25.7}","NEMB","DMS","{degrees:05,minutes:07,seconds:39.0}","{degrees:006,minutes:27,seconds:25.7}","","","1441photo","2788","https://decoder.blob.core.windows.net/oil-spill-assets/data/2788.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.1275,6.4571,
"1442","eni","SAR-127-213-128","","8/30/16","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","5","","","Southern Ijaw","1442jiv","2785","https://decoder.blob.core.windows.net/oil-spill-assets/data/2785.pdf","2016-08-30 - 2016-08-30 - Third party interference - Sawing","NEMB - DMS - {degrees:04,minutes:30,seconds:11.5} - {degrees:006,minutes:03,seconds:38.0}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:11.5} - {degrees:006,minutes:03,seconds:38.0}","NEMB","DMS","{degrees:04,minutes:30,seconds:11.5}","{degrees:006,minutes:03,seconds:38.0}","","","1442photo","2807","https://decoder.blob.core.windows.net/oil-spill-assets/data/2807.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5032,6.0606,
"1443","eni","SAR-040-059-937","","1/19/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","2","","","Southern Ijaw","1443jiv","2786","https://decoder.blob.core.windows.net/oil-spill-assets/data/2786.pdf","2014-01-19 - 2014-01-19 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:37.3} - {degrees:006,minutes:00,seconds:22.4}","3'' valve on 12 o'clock position","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:37.3} - {degrees:006,minutes:00,seconds:22.4}","NEMB","DMS","{degrees:04,minutes:31,seconds:37.3}","{degrees:006,minutes:00,seconds:22.4}","","","1443photo","2808","https://decoder.blob.core.windows.net/oil-spill-assets/data/2808.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.527,6.0062,
"1444","eni","SAR-526-727-127","","9/26/14","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Oil theft","2","","","Southern Ijaw","1444jiv","2790","https://decoder.blob.core.windows.net/oil-spill-assets/data/2790.pdf","2014-09-26 - 2014-09-26 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:46,seconds:15.0} - {degrees:005,minutes:47,seconds:31.9}","","Y","No change","NEMB - DMS - {degrees:04,minutes:46,seconds:15.0} - {degrees:005,minutes:47,seconds:31.9}","NEMB","DMS","{degrees:04,minutes:46,seconds:15.0}","{degrees:005,minutes:47,seconds:31.9}","","","1444photo","2794","https://decoder.blob.core.windows.net/oil-spill-assets/data/2794.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7708,5.7922,
"1445","eni","SAR-401-546-103","","6/30/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","7","","","Southern Ijaw","1445jiv","2791","https://decoder.blob.core.windows.net/oil-spill-assets/data/2791.pdf","2014-06-30 - 2014-06-30 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:40.7} - {degrees:006,minutes:02,seconds:02.1}","Unknown person(s) cut open the cone of a previously repaired point where 4""nipple was installed without valve but previous......on the facility ","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:40.7} - {degrees:006,minutes:02,seconds:02.1}","NEMB","DMS","{degrees:04,minutes:30,seconds:40.7}","{degrees:006,minutes:02,seconds:02.1}","","","1445photo","2795","https://decoder.blob.core.windows.net/oil-spill-assets/data/2795.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5113,6.0339,
"1446","eni","SAR-636-888-520","","12/31/14","","","10'' Clough Creek/Tebidaba    Pipeline","SAR","Oil theft","3","","","Southern Ijaw","1446jiv","2803","https://decoder.blob.core.windows.net/oil-spill-assets/data/2803.pdf","2014-12-31 - 2014-12-31 - Third party interference","NEMB - DMS - {degrees:04,minutes:47,seconds:25.8} - {degrees:005,minutes:45,seconds:26.4}","Uknown person(s) installed 3"" nipple on the facility at 12 oclock position for crude oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:47,seconds:25.8} - {degrees:005,minutes:45,seconds:26.4}","NEMB","DMS","{degrees:04,minutes:47,seconds:25.8}","{degrees:005,minutes:45,seconds:26.4}","","","1446photo","2820","https://decoder.blob.core.windows.net/oil-spill-assets/data/2820.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7905,5.7573,
